Comune,Provincia,Regione,Nome,Tipo,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Bassano del Grappa,VICENZA,Veneto,Monumento ai Ragazzi del '99,"Monumento commemorativo, sacrario",2008,300991775,11.7375437999999,45.7703392
Bassano Romano,VITERBO,Lazio,santa maria dei monti,Monumento,2010,750456837,12.1832046,42.2133177999999
Baveno,VERBANIA,Piemonte,Il monumento allo scalpellino di Baveno,"Monumento commemorativo, sacrario",2015,3365349817,8.5056556,45.9083292999999
Bedonia,PARMA,Emilia-Romagna,Croce del Pelpi,"Monumento commemorativo, sacrario",2009,26864200,9.6529937,44.5434379
Beinasco,TORINO,Piemonte,Monumento ai Caduti,Monumento,2011,1180403093,7.5873344,45.0230700999999
Belcastro,CATANZARO,Calabria,Ai Caduti,"Monumento commemorativo, sacrario",2014,2952040733,16.7843830999999,39.0174138
Belcastro,CATANZARO,Calabria,San Tommaso,"Monumento commemorativo, sacrario",2014,2952037286,16.7860729,39.0168407
Belfiore,VERONA,Veneto,Palazzo Moneta,Monumento,2011,1081120594,11.2267928,45.3758230999999
Belfiore,VERONA,Veneto,Piazza della Repubblica,Monumento,2011,475604972,11.2084471,45.3801667999999
BELLAGIO,COMO,Lombardia,Statua di Dante e Beatrice,"Monumento commemorativo, sacrario",2015,3093120875,9.25441479999999,45.9811952
Bellaria – Igea Marina,RIMINI,Emilia-Romagna,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,412382793,12.4619748,44.1488699
Bellino,CUNEO,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2011,1401105535,7.0149562,44.5803628999999
Bellino,CUNEO,Piemonte,Monumento ai caduti della Battaglia delle Alpi,"Monumento commemorativo, sacrario",2011,1401105543,7.0201745,44.5814406
Belluno,BELLUNO,Veneto,Cippo ai Caduti del 10 marzo 1945,"Monumento commemorativo, sacrario",2015,3797090468,12.1918602,46.1477720999999
Belmonte del Sannio,ISERNIA,Molise,Tomba Ovio Paccio,"Monumento commemorativo, sacrario",2015,3437981394,14.4294289,41.8202677
Bene Vagienna,CUNEO,Piemonte,Ghiacciaia,Monumento,2014,3171801318,7.8364045,44.5460642999999
Bene Vagienna,CUNEO,Piemonte,Giovanni Botero,Monumento,2014,3144460533,7.8332808,44.5454916999999
Benevento,BENEVENTO,Campania,Bue Apis,"Monumento commemorativo, sacrario",2013,2548429350,14.7701937,41.1337606
Benevento,BENEVENTO,Campania,Monumento a Dante Alighieri,"Monumento commemorativo, sacrario",2014,2772542635,14.7734168,41.1344315999999
Benevento,BENEVENTO,Campania,Monumento ad Arechi II,"Monumento commemorativo, sacrario",2014,2772631800,14.7812113,41.1299060999999
Benevento,BENEVENTO,Campania,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,2548458536,14.7828748,41.1290187
Bergamo,BERGAMO,Lombardia,Ai ragazzi del 99,Monumento,2011,1430778078,9.647619,45.6907505
Bergamo,BERGAMO,Lombardia,Camillo Benso di Cavour,Monumento,2014,2973764242,9.6690206,45.6941098
Bergamo,BERGAMO,Lombardia,Lavatoio antico,Monumento,2014,3032463440,9.6458418,45.7085969
Bergamo,BERGAMO,Lombardia,Marinai d'Italia,Monumento,2014,3227803233,9.6772287,45.6818041
Bergamo,BERGAMO,Lombardia,Monumento agli Alpini,Monumento,2014,3217241622,9.6740371,45.6922275
Bergamo,BERGAMO,Lombardia,Monumento al Bersagliere,Monumento,2012,1602123273,9.6470922,45.6938359999999
Bergamo,BERGAMO,Lombardia,Portone del Diavolo,Monumento,2012,1814515569,9.7097241,45.6888037
Bergamo,BERGAMO,Lombardia,Casa natale di Gaetano Donizetti,"Monumento commemorativo, sacrario",2014,1536656502,9.6561307,45.7062791
Bergamo,BERGAMO,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2010,529387203,9.6622337,45.6727275
Bergamo,BERGAMO,Lombardia,Monumento ai Partigiani,"Monumento commemorativo, sacrario",2015,1425711075,9.6311361,45.7259201
Bergeggi,SAVONA,Liguria,Cippo partigiani,"Monumento commemorativo, sacrario",2015,1980527689,8.4327483,44.2491551999999
Bergeggi,SAVONA,Liguria,Croce Caduti marinai 1917,"Monumento commemorativo, sacrario",2015,2984928485,8.44503609999999,44.2408973
Bergeggi,SAVONA,Liguria,Memoria caduti,"Monumento commemorativo, sacrario",2015,3087845263,8.434499,44.2459806
Bergolo,CUNEO,Piemonte,Pound,"Monumento commemorativo, sacrario",2012,2061706322,8.1860494,44.5482158
Berlingo,BRESCIA,Lombardia,Monumento ai Caduti della Prima Guerra Mondiale,"Monumento commemorativo, sacrario",2013,2580663009,10.0361233,45.5022011
Berlingo,BRESCIA,Lombardia,Monumento degli Alpini,"Monumento commemorativo, sacrario",2011,1241033492,10.0412316,45.5110061
Bertinoro,FORLI',Emilia-Romagna,Monumento a Garibaldi,Monumento,2014,3245993945,12.1357059,44.1496519
Bertinoro,FORLI',Emilia-Romagna,Giuseppe Garibaldi,"Monumento commemorativo, sacrario",2014,3245987626,12.1319497,44.1490490999999
Berzo Demo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,3736746501,10.352631,46.0912891999999
Berzo Demo,BRESCIA,Lombardia,Ramponi Isidoro,"Monumento commemorativo, sacrario",2015,3736746506,10.3322838,46.0904767999999
Berzo Demo,BRESCIA,Lombardia,Taboni Ezio,"Monumento commemorativo, sacrario",2015,3736753447,10.3369155999999,46.1016418
Besate,MILANO,Lombardia,Ai Caduti,"Monumento commemorativo, sacrario",2016,4017228135,8.9687976,45.3120075
Besozzo,VARESE,Lombardia,Faro,"Monumento commemorativo, sacrario",2013,1534689203,8.6671239,45.8465591
Biancavilla,CATANIA,Sicilia,Chiesa di Montalto,Monumento,2009,459823370,14.9149727,37.6657285
Biancavilla,CATANIA,Sicilia,Parco Dell'Etna,"Monumento commemorativo, sacrario",2014,3079810741,14.9397082999999,37.6899173999999
Bibbiano,REGGIO EMILIA,Emilia-Romagna,Monumento al Parmigiano-Reggiano,Monumento,2013,2437680739,10.5047574,44.6938479
Biella,BIELLA,Piemonte,5 Croci,"Monumento commemorativo, sacrario",2015,3780557130,7.9436151,45.6392401
Biella,BIELLA,Piemonte,Cippo all Artiglieria Alpina,"Monumento commemorativo, sacrario",2015,3780554657,7.9440594,45.6379845
Biella,BIELLA,Piemonte,Giovanni Paolo II,"Monumento commemorativo, sacrario",2013,2294128153,7.9788028,45.6284561
Biella,BIELLA,Piemonte,Targa Alpini,"Monumento commemorativo, sacrario",2013,2294128162,7.976427,45.62894
Bienno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,2441648735,10.2898008999999,45.9398981
Binetto,BARI,Puglia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3673897794,16.7106479999999,41.0249183999999
Bionaz,AOSTA,Valle d'Aosta,17 century Rascard,Monumento,2011,1404325385,7.5242263,45.9174261
Bionaz,AOSTA,Valle d'Aosta,A Dino 1933-2009,"Monumento commemorativo, sacrario",2013,2349325158,7.5163513,45.9146501999999
Bionaz,AOSTA,Valle d'Aosta,Gloria Conversi 1981-2007,"Monumento commemorativo, sacrario",2013,2349325166,7.5023842,45.9051371999999
Bionaz,AOSTA,Valle d'Aosta,Ivo Evangelisti 2000,"Monumento commemorativo, sacrario",2013,2349325167,7.5024313,45.9051681999999
Bisignano,COSENZA,Calabria,Monumento ai Caduti,Monumento,2015,324756403,16.2858279,39.5122974
Bisignano,COSENZA,Calabria,San Pio,Monumento,2015,3740277140,16.2869443999999,39.5147413999999
Bisignano,COSENZA,Calabria,statua San Francesco,Monumento,2015,3731818997,16.2840338,39.5190108999999
Bitonto,BARI,Puglia,Battaglia di Bitonto - 26 maggio 1734,Monumento,2015,1667662068,16.6915593999999,41.1139166999999
Bitonto,BARI,Puglia,Ex Sito Jupiter ALTAMURA CERASO,Monumento,2013,2187150094,16.5064961,40.9683476
Bitonto,BARI,Puglia,Cimitero Austriaco-Ungherese,"Monumento commemorativo, sacrario",2013,1770256918,16.683747,41.1089123
Bitonto,BARI,Puglia,Guglia dell'Immacolata,"Monumento commemorativo, sacrario",2014,3022293373,16.6895257999999,41.1062575999999
Bitonto,BARI,Puglia,Monumento a Tommaso Traetta,"Monumento commemorativo, sacrario",2015,3841560859,16.6913909999999,41.1083439
Bitonto,BARI,Puglia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3841560860,16.692425,41.107191
Bivona,AGRIGENTO,Sicilia,Cappella della Madonna della Sprescia,Monumento,2012,1904964563,13.4417849,37.6142983
Bivona,AGRIGENTO,Sicilia,Castello di Bivona,Monumento,2013,1904946728,13.4392476,37.6196480999999
Bivona,AGRIGENTO,Sicilia,Chiesa di San Giacomo,Monumento,2012,1904971039,13.4361791,37.6222739
Bivona,AGRIGENTO,Sicilia,Chiesa di San Sebastiano ed ex monastero delle c,Monumento,2012,1904964565,13.4420746,37.6152968999999
Bivona,AGRIGENTO,Sicilia,Chiesa di Santa Maria di Gesé,Monumento,2012,1904964572,13.4413131,37.6142641
Bivona,AGRIGENTO,Sicilia,Chiesa di Santa Rosalia,Monumento,2012,1904964562,13.4413638,37.6176807
Bivona,AGRIGENTO,Sicilia,Chiesa madre ed ex collegio dei gesuiti,Monumento,2012,1904964578,13.4396016,37.6181863999999
Bivona,AGRIGENTO,Sicilia,Ex chiesa di San Bartolomeo,Monumento,2012,1904964564,13.4412166,37.6150799999999
Bivona,AGRIGENTO,Sicilia,Ex chiesa di San Giovanni,Monumento,2012,1904964567,13.4399878,37.6166652
Bivona,AGRIGENTO,Sicilia,Ex chiesa di San Pietro,Monumento,2012,1904971033,13.4403606999999,37.6182670999999
Bivona,AGRIGENTO,Sicilia,Ex chiesa di San Rocco,Monumento,2012,1904971036,13.4405752,37.6187515
Bivona,AGRIGENTO,Sicilia,Portale gotico chiaramontano,Monumento,2012,1904964569,13.4417098,37.6146765
Bivongi,REGGIO CALABRIA,Calabria,Padre Pio,Monumento,2015,3723996938,16.4529804999999,38.4838280999999
Blera,VITERBO,Lazio,Grotte Penta,Monumento,2014,2936555481,12.0257164,42.2801423
Blera,VITERBO,Lazio,Monumento ai Caduti,Monumento,2014,2941742622,12.0269733999999,42.2736475
Blera,VITERBO,Lazio,Ponte del Diavolo (I sec. a.C.),Monumento,2014,2936617254,12.02779,42.2704974999999
Blera,VITERBO,Lazio,Ponte medievale,Monumento,2014,2936637879,12.0236739,42.2749814
Blera,VITERBO,Lazio,Ponte romano (III sec. a.C.),Monumento,2014,2936618066,12.0156725,42.2835404
Blera,VITERBO,Lazio,Puteale degli Anguillara,Monumento,2014,2935863560,12.0250257,42.2762628999999
Blera,VITERBO,Lazio,Torretta medievale,Monumento,2014,2936588975,12.0238789,42.2753024
Blera,VITERBO,Lazio,Tumulo etrusco del Terrone,Monumento,2014,2936556983,12.0262601999999,42.2792844
Bobbio Pellice,TORINO,Piemonte,Sibaud,Monumento,2012,1898343126,7.1131379,44.8102877999999
Bobbio Pellice,TORINO,Piemonte,Memoriale Patrol squadrone 23 U.S. Navy,"Monumento commemorativo, sacrario",2012,1835709510,7.0409045,44.7374380999999
Bojano,CAMPOBASSO,Molise,Memoriale degli emigrati in Canada,"Monumento commemorativo, sacrario",2012,1725063220,14.4725392999999,41.4766612
Bologna,BOLOGNA,Emilia-Romagna,A Garibaldi,Monumento,2014,2542122756,11.3441019,44.4995534999999
Bologna,BOLOGNA,Emilia-Romagna,Monumento ai caduti di Nassirya,Monumento,2015,1628203358,11.3457215,44.5011895999999
Bologna,BOLOGNA,Emilia-Romagna,Monumento ai carabinieri uccisi dalla banda dell,Monumento,2015,3431578923,11.396305,44.5107318
Bologna,BOLOGNA,Emilia-Romagna,Monumento ai Partigiani di Porta Lame,Monumento,2014,2962595986,11.3334278,44.5024743999999
Bologna,BOLOGNA,Emilia-Romagna,Monumento ai Partigiani di via Parisio,Monumento,2016,4018182466,11.3771524,44.4775987
Bologna,BOLOGNA,Emilia-Romagna,Monumento alla Brigata Partigiana Maiella,Monumento,2013,2597131545,11.3869652,44.486569
Bologna,BOLOGNA,Emilia-Romagna,Monumento alle Vittime della Uno Bianca,Monumento,2013,2597131556,11.3863996,44.4867454999999
Bologna,BOLOGNA,Emilia-Romagna,Palazzo di Re Enzo,Monumento,2015,3790134339,11.3426478999999,44.4945597
Bologna,BOLOGNA,Emilia-Romagna,Palazzo di Re Enzo,Monumento,2015,3790136888,11.3426586,44.494598
Bologna,BOLOGNA,Emilia-Romagna,Scalinata del Pincio,Monumento,2015,3501057284,11.3453932,44.5036403
Bologna,BOLOGNA,Emilia-Romagna,Statua del diavolo (Statue of devil),Monumento,2015,3883768543,11.3403665,44.4890983
Bologna,BOLOGNA,Emilia-Romagna,Memoriale a Nicholas Green,"Monumento commemorativo, sacrario",2015,3180723130,11.3038209,44.4983122
Bologna,BOLOGNA,Emilia-Romagna,Memoriale della Shoah,"Monumento commemorativo, sacrario",2016,3966774445,11.3458484,44.5068895
Bologna,BOLOGNA,Emilia-Romagna,Padre Pio,"Monumento commemorativo, sacrario",2015,3181507493,11.3306860999999,44.4905912999999
Bolzano,BOLZANO,Trentino-Alto Adige,Ai martiri dell'ungheria,"Monumento commemorativo, sacrario",2014,3022768340,11.3451103999999,46.5020446999999
Bolzano,BOLZANO,Trentino-Alto Adige,Marienséule,"Monumento commemorativo, sacrario",2013,2301491099,11.3544965999999,46.5014962999999
Bolzano,BOLZANO,Trentino-Alto Adige,Monumento a Salvo D'Acquisto,"Monumento commemorativo, sacrario",2014,1015718383,11.3504888,46.4954424
Bolzano,BOLZANO,Trentino-Alto Adige,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,1737338596,11.3398271,46.4957344999999
Bolzano,BOLZANO,Trentino-Alto Adige,Peter-Mayr-Denkmal,"Monumento commemorativo, sacrario",2013,2509858511,11.3536012,46.497129
Bolzano Vicentino,VICENZA,Veneto,Fixme,Monumento,2016,3947674857,11.6133258,45.578077
Bomporto,MODENA,Emilia-Romagna,Caduti di Nassirya,"Monumento commemorativo, sacrario",2015,3878047429,11.0358125,44.7367239
Bondo,TRENTO,Trentino-Alto Adige,Cimitero militare monumentale austroungarico,Monumento,2014,721098590,10.6938206,46.0009549
Bordighera,IMPERIA,Liguria,Charles Garnier,Monumento,2013,909409652,7.6741518,43.7785580999999
Bordighera,IMPERIA,Liguria,Statua di Margherita di Savoia,Monumento,2010,909407127,7.6739427,43.7781181
Bordighera,IMPERIA,Liguria,Monet,"Monumento commemorativo, sacrario",2011,1433164991,7.669548,43.7813451
Borghetto di Borbera,ALESSANDRIA,Piemonte,Sarcofago,Monumento,2014,2786048944,8.9356654,44.7277522999999
Borghetto Lodigiano,LODI,Lombardia,Monumento ai Caduti,Monumento,2015,3408716461,9.4993806,45.2138029999999
Borgo d'Ale,VERCELLI,Piemonte,Monumento ai Caduti,Monumento,2013,2385156197,8.0535159,45.3493540999999
Borgo d'Ale,VERCELLI,Piemonte,Memoriale di guerra,"Monumento commemorativo, sacrario",2014,937171201,8.0516375,45.3476746999999
Borgo Pace,PESARO E URBINO,Marche,Giuseppe Garibaldi,"Monumento commemorativo, sacrario",2012,1738315099,12.2354834,43.5951127
Borgo San Dalmazzo,CUNEO,Piemonte,Porta delle Alpi Marittime,Monumento,2011,1509008222,7.4807639,44.3240082
Borgo San Dalmazzo,CUNEO,Piemonte,Memoriale della Deportazione,"Monumento commemorativo, sacrario",2011,1496694707,7.4867636,44.326707999999996
Borgo San Lorenzo,FIRENZE,Toscana,Cippo Aglietti,"Monumento commemorativo, sacrario",2014,3203039869,11.3261787,43.9038224999999
Borgo Tossignano,BOLOGNA,Emilia-Romagna,2é Guerra Mondiale,"Monumento commemorativo, sacrario",2015,3812518385,11.6074606,44.2718741999999
Borgo Tossignano,BOLOGNA,Emilia-Romagna,Andrea Costa,"Monumento commemorativo, sacrario",2015,3811540388,11.603903,44.2725719
Borgo Tossignano,BOLOGNA,Emilia-Romagna,Croce,"Monumento commemorativo, sacrario",2015,3812531863,11.603997,44.2711145999999
Borgo Tossignano,BOLOGNA,Emilia-Romagna,Quercia,"Monumento commemorativo, sacrario",2015,3812514241,11.6026457999999,44.2711079999999
Borgone Susa,TORINO,Piemonte,Il Castlas,Monumento,2015,3364496292,7.2393163,45.1241778999999
Borgosesia,VERCELLI,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,3252490986,8.29276,45.7269628999999
Borno,BRESCIA,Lombardia,Cervato Silvano,"Monumento commemorativo, sacrario",2015,3729951125,10.1995103,45.9618406
Borno,BRESCIA,Lombardia,Fiora Francesco,"Monumento commemorativo, sacrario",2015,3750654059,10.2080625,45.9491433999999
Borno,BRESCIA,Lombardia,Mora Lucio,"Monumento commemorativo, sacrario",2015,3791993918,10.2234456999999,45.9415556
Borno,BRESCIA,Lombardia,Papa Giovanni Paolo II,"Monumento commemorativo, sacrario",2015,2605342488,10.1999838999999,45.9461130999999
Borno,BRESCIA,Lombardia,Papa Paolo VI,"Monumento commemorativo, sacrario",2015,3756098832,10.2061271999999,45.9476348
Borno,BRESCIA,Lombardia,Rivadossi Franco,"Monumento commemorativo, sacrario",2015,3750572371,10.2089952,45.9493134
Borno,BRESCIA,Lombardia,Rivadossi Pierino,"Monumento commemorativo, sacrario",2015,3728447709,10.1882606,45.9632695
Borno,BRESCIA,Lombardia,Tilola Giovanni,"Monumento commemorativo, sacrario",2015,3746415127,10.1779332,45.944093
Bortigali,NUORO,Sardegna,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,2055825018,8.8357601,40.2831848
Bosa,ORISTANO,Sardegna,Monumento ai Caduti,Monumento,2012,1884421158,8.49980429999999,40.2964977999999
Bosco Marengo,ALESSANDRIA,Piemonte,Battaglia del Tiglieto,"Monumento commemorativo, sacrario",2014,1919088338,8.6886873,44.8233038999999
Bosco Marengo,ALESSANDRIA,Piemonte,Papa Pio V,"Monumento commemorativo, sacrario",2015,3371831671,8.6756267,44.8220097999999
Bosio,ALESSANDRIA,Piemonte,Madonnina,Monumento,2014,2612688182,8.79234469999999,44.6194125999999
Bosio,ALESSANDRIA,Piemonte,Monumento ai Partigiani,Monumento,2014,2896697168,8.7786644,44.5659698999999
Bosio,ALESSANDRIA,Piemonte,Monumento all'Alpino,Monumento,2014,2612688183,8.7900083,44.6240876999999
Bosio,ALESSANDRIA,Piemonte,Niccolé Bruno,Monumento,2015,971066718,8.8252922,44.5454818999999
Bosio,ALESSANDRIA,Piemonte,Sacrario mart.Benedicta,"Monumento commemorativo, sacrario",2013,845837964,8.778149,44.5650606
Botticino,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,2345448233,10.3033105,45.5395729999999
Botticino,BRESCIA,Lombardia,Ai Caduti della Resistenza,"Monumento commemorativo, sacrario",2016,3965016605,10.3085188999999,45.5640106999999
Botticino,BRESCIA,Lombardia,Demetrio Quecchia,"Monumento commemorativo, sacrario",2015,3065959570,10.2845371,45.5441706
Botticino,BRESCIA,Lombardia,Partigiano Giovanni Busi,"Monumento commemorativo, sacrario",2016,3965016609,10.3197381,45.5744767999999
Bovegno,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2013,2378448239,10.2753983,45.7941943
Bovegno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2016,2378461411,10.2729842,45.7931005
Bovegno,BRESCIA,Lombardia,Angelo Canossi,"Monumento commemorativo, sacrario",2015,2385861206,10.2711267999999,45.7922826
Bovegno,BRESCIA,Lombardia,Egidio Tanghetti,"Monumento commemorativo, sacrario",2015,2971155433,10.2750813,45.7962081
Bovegno,BRESCIA,Lombardia,Maria Maddalena Gatta in Terzi,"Monumento commemorativo, sacrario",2015,3627828346,10.2448272,45.8152954999999
Bovegno,BRESCIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3151770078,10.2682409,45.7705749
Boves,CUNEO,Piemonte,Fontana del bandito,Monumento,2011,1331305669,7.5226521,44.3126792999999
Bovezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,1768997029,10.2625501,45.6110424
Bovezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,2939827631,10.2435227999999,45.5927906
Bovezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,2961483760,10.2459057999999,45.5897529
Bovezzo,BRESCIA,Lombardia,Papa Giovanni XXIII,"Monumento commemorativo, sacrario",2015,3915537307,10.2600145,45.6085394999999
Bovezzo,BRESCIA,Lombardia,Partigiani Emilio Stefana e Lino Longo,"Monumento commemorativo, sacrario",2015,3264505052,10.2625065,45.6110361
Bovezzo,BRESCIA,Lombardia,Venturelli Costanzo,"Monumento commemorativo, sacrario",2015,3902348261,10.2523177,45.5990091999999
Bovolone,VERONA,Veneto,f104 starfighter,"Monumento commemorativo, sacrario",2012,1788444688,11.1182741,45.2544266
Braies,BOLZANO,Trentino-Alto Adige,1915-1916 1. Weltkrieg,"Monumento commemorativo, sacrario",2011,1362002826,12.1765857,46.6561127
Brallo di Pregola,PAVIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3298841550,9.2823136,44.7389526999999
Brembate di Sopra,BERGAMO,Lombardia,Aido,"Monumento commemorativo, sacrario",2015,3399364396,9.5817681,45.7132791
Brembate di Sopra,BERGAMO,Lombardia,Croce Rossa,"Monumento commemorativo, sacrario",2015,3399364397,9.5818051,45.7131436
Brennero,BOLZANO,Trentino-Alto Adige,Kaiser Franz Josef I 1848-1916 - Imperatore Fran,"Monumento commemorativo, sacrario",2016,1197225787,11.4449377,46.9381283
Brentino Belluno,VERONA,Veneto,Monumento ai Caduti,"Monumento commemorativo, sacrario",2010,702202058,10.8995245,45.6866041999999
Brentonico,TRENTO,Trentino-Alto Adige,Monumento dei caduti,"Monumento commemorativo, sacrario",2010,748783526,10.9559201,45.8175512999999
Brenzone,VERONA,Veneto,Fontana Coperta,Monumento,2015,475079833,10.7575263,45.6749475
Brescello,REGGIO EMILIA,Emilia-Romagna,Busto a Dante Alighieri,Monumento,2013,2356451806,10.515616,44.9001622999999
Brescello,REGGIO EMILIA,Emilia-Romagna,Busto a Giovannino Guareschi,Monumento,2013,1769861658,10.5141510999999,44.9003871
